Timestamp,Source IP,Destination IP,Source Port,Destination Port,Packet Size (bytes),Packet Rate (pps),Connection Duration (seconds),Protocol,Request Type,Anomaly Score,Attack Type
2023-10-02 06:11:04.233211660,91.142.109.237,154.187.202.106,33543,110,64,121,18,TCP,SYN,0.51,Normal
2023-10-02 01:44:56.714835741,15.206.146.224,96.158.15.9,49384,23,768,409,1,UDP,SYN,0.08,DDoS
2023-10-01 13:58:35.395769788,147.175.219.10,152.234.202.17,35990,25,128,174,16,ICMP,POST,0.93,Normal
2023-10-01 14:45:45.137256862,13.137.117.47,243.226.253.222,12876,445,128,286,1,SCTP,SYN,0.09,Normal
2023-10-02 03:57:04.311215560,81.142.2.209,214.9.210.35,17412,8080,512,318,28,SCTP,GET,0.04,DDoS
2023-10-02 02:53:33.880694034,89.115.56.139,30.205.158.242,60999,53,2048,53,16,ICMP,GET,0.39,Botnet
2023-10-01 21:57:42.113105655,71.59.175.253,254.245.79.29,40931,110,256,437,6,IGMP,POST,0.14,Normal
2023-10-01 13:48:47.846392319,97.4.143.173,141.126.84.172,61431,3389,64,60,10,ICMP,DELETE,0.01,Normal
2023-10-01 22:00:04.680234011,129.246.181.161,191.81.0.168,5468,25,4096,168,15,TCP,PATCH,0.08,Normal
2023-10-02 10:09:11.187559377,118.65.130.99,25.208.74.108,4131,254,1024,147,23,ICMP,POST,0.9,Normal
2023-10-01 15:00:43.742187109,197.36.83.186,167.63.23.75,15441,53,512,471,5,TCP,ACK,0.68,DDoS
2023-10-01 19:41:23.944197209,134.212.176.122,36.228.243.117,54510,21,256,495,17,UDP,PUT,0.72,Normal
2023-10-02 00:37:54.593729686,38.125.242.40,31.237.113.253,27381,254,128,65,6,ICMP,PATCH,0.74,Normal
2023-10-01 15:40:58.742937146,209.240.8.248,198.135.106.124,51161,3306,512,291,21,SCTP,ACK,0.87,DDoS
2023-10-02 00:00:49.682484124,182.60.165.224,66.110.67.93,28959,25,128,459,18,SCTP,ACK,0.62,Normal
2023-10-02 09:38:52.376618830,217.35.237.163,189.150.172.139,36001,445,256,417,21,IGMP,SYN,0.68,Normal
2023-10-02 05:50:07.050352517,205.21.61.128,92.191.223.191,48939,23,1024,304,5,SCTP,POST,0.97,Botnet
2023-10-02 02:41:45.365268263,42.156.235.97,228.129.135.160,1679,23,4096,494,24,IGMP,GET,0.99,Botnet
2023-10-02 08:45:13.815690784,73.245.109.105,101.29.103.168,1757,443,1024,219,3,IGMP,POST,0.51,Normal
2023-10-01 18:24:29.953497674,168.122.84.73,144.23.145.244,61355,21,512,162,16,SCTP,DELETE,0.35,Normal
2023-10-02 01:35:26.446322316,34.64.96.28,208.162.156.119,29497,25,4096,436,2,IGMP,SYN,0.7,DDoS
2023-10-01 23:24:10.692534626,221.182.206.131,32.142.157.86,29706,3389,768,124,26,TCP,DELETE,0.71,Botnet
2023-10-02 07:32:08.796439821,201.139.80.44,82.195.41.49,44950,80,2048,348,23,UDP,ACK,0.14,Botnet
2023-10-01 17:00:28.261413070,158.170.238.98,77.231.61.220,52918,53,64,423,24,TCP,GET,0.12,Normal
2023-10-02 00:17:23.332166608,8.77.100.107,39.119.252.228,63940,22,2048,499,19,SCTP,DELETE,0.1,Normal
2023-10-01 16:34:15.702785139,214.132.190.62,203.147.224.17,18797,5432,2048,104,12,UDP,GET,0.71,Botnet
2023-10-01 15:23:03.009150457,90.150.46.230,225.63.56.14,58674,254,256,123,26,UDP,SYN,0.77,Normal
2023-10-01 18:22:59.228961448,102.74.86.217,151.59.242.171,8071,8080,256,220,16,SCTP,GET,0.47,Normal
2023-10-02 10:22:17.466873343,125.7.93.193,177.169.143.180,26734,21,256,496,24,ICMP,GET,0.67,DDoS
2023-10-02 06:03:17.649882494,180.177.61.127,205.49.49.114,21943,443,64,68,3,SCTP,SYN,0.9,DDoS
2023-10-01 22:03:10.449522476,245.177.63.73,122.214.8.87,3654,22,512,413,15,ICMP,GET,0.29,DDoS
2023-10-01 12:02:39.847992399,24.18.88.26,70.252.98.114,25202,3389,128,436,15,ICMP,DELETE,0.47,Normal
2023-10-02 08:35:17.625881294,137.232.131.224,22.26.180.67,17148,143,4096,483,22,UDP,SYN,0.15,Normal
2023-10-01 13:14:22.783139156,80.163.46.244,144.145.72.231,22944,254,512,151,26,SCTP,SYN,0.41,Normal
2023-10-01 17:04:30.193509675,46.71.77.28,235.97.162.168,48473,25,1024,175,16,TCP,PATCH,0.27,Normal
2023-10-01 16:21:39.664983249,180.189.219.136,221.191.1.233,34193,80,2048,364,19,SCTP,PATCH,0.4,Botnet
2023-10-02 07:13:08.259412970,115.161.216.43,181.14.158.201,48637,21,64,319,25,SCTP,GET,0.89,Normal
2023-10-02 04:19:58.139906995,105.20.21.202,16.86.239.194,44386,254,512,264,23,ICMP,GET,0.46,Normal
2023-10-02 10:06:44.300215010,159.69.130.152,152.176.43.156,15666,3306,1024,289,21,IGMP,GET,0.23,Normal
2023-10-01 20:52:49.598479923,44.115.200.236,183.119.204.0,43018,23,768,224,29,TCP,POST,0.81,Botnet
2023-10-01 21:48:42.086104305,34.141.166.127,84.44.78.146,62346,443,512,427,25,UDP,DELETE,0.25,Normal
2023-10-02 00:16:22.849142457,74.236.197.91,131.49.189.199,61472,22,64,413,8,UDP,PATCH,0.87,DDoS
2023-10-01 17:23:26.410320516,148.236.89.202,188.92.214.190,56417,143,2048,182,29,UDP,ACK,0.51,Normal
2023-10-02 06:16:02.328116405,107.65.199.97,72.97.240.29,59410,80,768,379,3,ICMP,GET,0.51,Normal
2023-10-02 01:08:47.966398319,163.249.135.44,208.206.147.219,3305,254,64,253,11,TCP,GET,0.13,Normal
2023-10-01 15:20:23.161158057,241.130.204.1,15.200.50.37,10044,21,2048,260,1,IGMP,PATCH,0.82,DDoS
2023-10-02 02:42:15.606780339,36.194.47.237,75.34.246.253,63888,3389,4096,400,6,UDP,PATCH,0.94,Botnet
2023-10-01 23:48:05.004250212,79.195.145.164,27.122.57.185,3826,445,1024,378,19,TCP,SYN,0.15,Normal
2023-10-01 20:31:30.814540727,14.70.169.36,197.102.242.134,17307,143,2048,271,26,UDP,ACK,0.94,Normal
2023-10-02 05:37:26.692334616,190.121.75.126,246.10.180.173,7893,139,512,466,21,IGMP,DELETE,0.79,Normal
2023-10-02 10:59:56.939846992,152.116.177.196,17.156.37.131,29640,3389,2048,139,3,TCP,SYN,0.52,Botnet
2023-10-02 11:37:27.772388619,183.42.165.73,125.144.139.138,38582,25,768,493,7,SCTP,GET,0.7,DDoS
2023-10-01 16:19:51.659582979,123.84.134.145,217.165.238.109,17020,22,512,203,10,TCP,PATCH,0.65,Normal
2023-10-01 20:40:52.442622131,36.5.71.100,185.217.125.226,30772,254,4096,128,10,ICMP,ACK,0.49,Normal
2023-10-01 20:02:12.486624331,39.241.25.211,167.204.122.34,27471,23,1024,236,25,TCP,PATCH,0.14,Normal
2023-10-01 12:08:25.465273263,173.140.82.197,139.27.132.4,53682,139,256,331,21,ICMP,SYN,0.37,DDoS
2023-10-02 02:22:31.867593379,12.178.224.162,110.11.1.39,25282,254,2048,236,13,IGMP,SYN,0.92,DDoS
2023-10-01 17:35:36.526826341,117.189.103.131,73.177.200.26,54986,3389,256,402,16,TCP,PUT,0.46,Normal
2023-10-02 01:36:22.609130456,242.37.172.103,76.148.71.164,31198,995,2048,147,28,ICMP,PATCH,0.21,DDoS
2023-10-02 00:31:30.094504725,233.245.245.170,156.58.204.15,32750,80,1024,382,24,TCP,PUT,0.67,Normal
2023-10-01 14:23:47.471373568,20.165.14.200,68.229.209.71,52050,22,1024,463,14,IGMP,DELETE,0.33,Normal
2023-10-01 18:25:56.357817890,113.32.144.12,243.193.207.16,45417,25,64,208,4,UDP,POST,0.06,Normal
2023-10-01 15:11:18.813940697,20.100.71.193,161.242.117.32,23844,53,768,188,29,TCP,PATCH,0.14,Normal
2023-10-02 06:28:16.764838241,10.197.204.229,173.86.21.97,55038,25,1024,84,20,UDP,DELETE,0.68,Normal
2023-10-01 15:37:22.732136606,187.179.7.200,232.24.216.224,37545,22,256,83,8,ICMP,DELETE,0.92,Normal
2023-10-02 08:44:26.293314665,79.179.19.134,150.179.22.134,30407,22,128,160,3,ICMP,DELETE,0.99,Normal
2023-10-02 09:34:46.124306215,65.222.180.225,110.179.35.233,28795,21,512,145,4,IGMP,SYN,0.82,Normal
2023-10-01 20:21:25.984299214,164.107.247.98,1.196.185.185,48660,8080,1024,311,20,SCTP,SYN,0.73,Normal
2023-10-01 15:55:18.465923296,127.16.15.178,199.221.45.213,10230,8081,64,228,21,SCTP,PATCH,0.01,Normal
2023-10-01 14:25:35.476773838,157.249.12.217,24.28.55.151,62886,25,128,417,24,TCP,POST,0.06,Normal
2023-10-01 12:00:43.202160108,76.227.105.158,46.92.140.182,49637,22,512,184,29,TCP,SYN,0.04,DDoS
2023-10-02 02:06:54.380719035,82.207.165.88,102.14.126.38,37348,995,256,170,16,TCP,PUT,0.83,Normal
2023-10-02 11:05:38.236911845,185.120.34.124,100.177.226.93,16612,21,64,320,11,SCTP,GET,0.04,Normal
2023-10-01 16:41:23.404170208,184.129.163.233,223.120.204.136,11357,139,128,426,1,SCTP,PATCH,0.78,DDoS
2023-10-01 23:54:25.183259162,179.180.82.32,131.252.129.107,46658,21,64,332,2,ICMP,SYN,0.2,Normal
2023-10-02 00:22:38.707935396,89.40.234.56,11.220.27.244,28251,8080,768,323,7,TCP,DELETE,0.25,Normal
2023-10-02 06:18:59.456972848,38.117.222.49,110.28.4.124,17344,5432,1024,67,15,UDP,ACK,0.47,Normal
2023-10-01 12:50:02.550127506,248.225.201.68,103.120.99.240,11389,443,4096,227,7,ICMP,SYN,0.2,Normal
2023-10-02 09:30:31.231561578,88.139.189.35,83.250.83.102,34082,443,2048,302,6,ICMP,POST,0.1,Normal
2023-10-02 06:17:20.092004600,235.133.150.10,195.74.58.231,7898,25,4096,405,18,IGMP,ACK,0.04,Normal
2023-10-02 02:58:14.694734736,168.135.17.21,117.236.123.253,27218,80,4096,392,28,ICMP,DELETE,0.72,Normal
2023-10-02 04:48:33.265663283,70.37.83.59,53.177.22.57,14732,254,64,341,9,TCP,SYN,0.36,Botnet
2023-10-02 07:45:53.957697884,70.110.186.114,166.129.213.101,8666,139,256,106,27,ICMP,PUT,0.81,DDoS
2023-10-02 11:14:33.943697184,131.73.125.90,234.228.164.88,33744,3389,128,228,7,TCP,PATCH,0.1,Normal
2023-10-02 01:34:13.002650132,85.57.13.69,229.29.4.42,33351,25,2048,449,7,ICMP,PUT,0.64,DDoS
2023-10-02 04:10:14.910745537,249.17.190.26,154.81.230.167,62014,110,1024,72,19,TCP,DELETE,0.45,Normal
2023-10-02 04:13:03.399169958,170.236.34.53,69.189.232.50,11669,254,512,443,18,UDP,ACK,0.43,Normal
2023-10-01 18:46:57.860893044,178.156.197.50,98.73.46.197,52973,995,256,267,27,ICMP,GET,0.31,Normal
2023-10-01 17:44:23.593179658,84.98.217.134,129.60.52.38,35352,21,768,87,9,ICMP,POST,0.34,DDoS
2023-10-01 20:09:59.069953497,156.175.208.47,184.143.108.130,47174,995,1024,251,14,UDP,POST,0.52,Normal
2023-10-02 09:11:56.615830791,110.21.75.6,63.204.102.98,14357,80,128,257,3,UDP,GET,0.91,DDoS
2023-10-02 04:01:01.923096154,57.180.239.60,81.198.195.214,29280,254,2048,395,3,UDP,PUT,0.6,Normal
2023-10-01 12:39:40.439021951,79.1.112.212,179.92.123.253,18912,8081,2048,92,22,TCP,GET,0.63,Normal
2023-10-02 11:53:18.219910995,250.188.181.147,70.166.144.126,31148,110,4096,435,1,ICMP,ACK,0.43,Normal
2023-10-01 20:42:49.088454422,44.22.79.35,238.244.219.18,19907,22,64,311,24,IGMP,SYN,0.87,Normal
2023-10-02 06:11:21.514075703,238.142.145.14,85.6.84.150,60708,139,4096,346,8,IGMP,SYN,0.79,DDoS
2023-10-01 23:41:44.825241262,236.174.200.218,37.170.252.160,46341,53,64,287,2,SCTP,PATCH,0.24,Normal
2023-10-02 05:14:02.622131106,245.198.180.178,213.135.20.86,63763,110,768,427,5,TCP,PATCH,0.45,Normal
2023-10-01 12:03:31.690584529,124.244.102.242,52.72.199.117,23484,8080,768,140,25,ICMP,GET,0.89,Botnet
2023-10-01 18:51:47.315365768,195.254.64.150,162.13.16.36,1872,139,64,269,15,UDP,PATCH,0.14,Normal
2023-10-02 05:05:41.477073853,39.26.177.98,139.0.193.45,7936,25,4096,140,9,UDP,GET,0.55,Normal
2023-10-01 20:09:07.227361368,130.44.106.32,19.217.11.143,11138,8080,2048,75,2,IGMP,ACK,0.17,Botnet
2023-10-02 00:31:34.414720736,123.43.31.61,83.115.53.29,26726,22,2048,142,16,ICMP,PATCH,0.85,Botnet
2023-10-02 03:49:47.969398469,55.131.199.43,248.87.23.130,19294,25,512,447,4,UDP,PUT,0.64,DDoS
2023-10-02 01:57:28.432421621,161.170.63.124,217.146.70.252,18726,5432,1024,177,19,IGMP,POST,0.67,Normal
2023-10-01 22:18:52.256612830,27.128.206.124,172.71.196.27,17457,3306,1024,150,19,UDP,PATCH,0.8,Botnet
2023-10-01 14:51:00.513025651,222.125.43.201,31.52.35.75,48156,25,2048,444,23,IGMP,ACK,0.3,Normal
2023-10-01 16:15:10.845542277,252.240.49.174,187.243.90.9,35968,25,2048,455,27,SCTP,DELETE,0.14,Normal
2023-10-01 20:59:09.777488874,7.60.15.156,116.88.223.40,35340,22,1024,487,8,UDP,SYN,0.25,Normal
2023-10-02 09:04:14.352717635,193.38.168.233,11.65.7.17,35147,443,512,339,21,IGMP,POST,0.55,Normal
2023-10-02 10:53:06.519325966,168.219.9.57,120.6.250.248,23449,3389,256,239,16,ICMP,DELETE,0.74,Normal
2023-10-01 16:51:32.554627731,106.224.205.88,113.253.150.230,62554,8081,4096,223,28,ICMP,DELETE,0.68,Normal
2023-10-02 00:08:23.305165258,226.191.49.121,224.137.166.202,51684,3306,64,451,11,IGMP,SYN,0.04,Normal
2023-10-02 04:09:27.388369418,108.230.127.49,138.4.9.55,40211,80,4096,266,12,ICMP,PATCH,0.14,Normal
2023-10-01 12:29:18.327916395,84.211.149.198,31.67.198.18,17549,25,768,183,23,IGMP,POST,0.34,Normal
2023-10-02 09:08:59.486974348,228.162.11.197,107.223.239.55,21484,445,128,225,6,IGMP,SYN,0.65,DDoS
2023-10-01 18:30:15.570778538,64.166.33.198,201.28.122.226,52124,443,128,345,3,UDP,GET,0.6,DDoS
2023-10-02 10:26:10.758537926,132.254.103.160,175.226.204.81,12533,110,128,377,11,IGMP,PUT,0.17,Normal
2023-10-01 21:13:12.219610980,153.254.247.215,156.19.26.164,36908,5432,512,483,27,ICMP,PUT,0.98,DDoS
2023-10-01 15:04:49.994499724,137.204.138.53,47.254.165.157,6761,25,768,284,1,SCTP,GET,0.41,Normal
2023-10-02 09:28:25.945297264,122.63.103.46,40.180.218.16,36934,21,768,445,10,SCTP,PUT,0.32,Normal
2023-10-02 05:46:44.000200010,234.68.23.182,198.232.121.57,51218,3306,2048,289,7,TCP,DELETE,0.44,Normal
2023-10-01 12:52:42.398119905,53.251.124.142,21.3.3.203,26923,143,512,54,19,UDP,DELETE,0.07,Normal
2023-10-01 17:29:07.707385369,142.50.60.28,114.202.129.185,35244,254,512,169,13,TCP,POST,0.72,Normal
2023-10-01 21:37:54.053702685,22.166.30.225,229.24.165.52,33245,23,128,250,19,TCP,SYN,0.87,Normal
2023-10-02 03:12:56.018800940,115.90.164.196,150.146.184.124,27747,23,4096,290,25,UDP,POST,0.89,Botnet
2023-10-02 01:56:40.910045502,232.84.44.108,170.92.110.220,50048,139,1024,298,25,UDP,PATCH,0.52,Normal
2023-10-01 13:11:29.974498724,216.246.252.47,152.95.20.96,51962,110,768,182,21,IGMP,SYN,0.68,Normal
2023-10-02 05:09:47.729386469,1.8.241.248,52.174.146.143,32423,8080,64,309,9,UDP,PUT,0.95,DDoS
2023-10-02 11:25:56.537826891,187.103.165.98,30.95.241.21,17353,8080,128,363,17,IGMP,PATCH,0.02,Normal
2023-10-02 09:37:17.331866593,75.248.107.165,188.102.91.193,46350,5432,768,92,22,TCP,SYN,0.68,Normal
2023-10-02 00:03:03.609180459,118.162.104.251,140.199.232.54,52622,139,64,449,20,TCP,ACK,0.04,Normal
2023-10-01 19:26:12.378618930,168.2.89.251,247.159.65.221,17001,21,64,427,13,UDP,DELETE,0.94,Normal
2023-10-02 05:36:43.490174508,153.89.206.242,210.85.56.220,17051,143,512,396,18,IGMP,POST,0.99,Normal
2023-10-01 23:47:34.762738136,230.248.158.219,174.181.115.152,21969,23,512,251,7,SCTP,PUT,0.49,Botnet
2023-10-02 05:37:18.051902595,71.49.90.246,189.195.253.217,32725,25,512,401,16,IGMP,DELETE,0.42,Normal
2023-10-01 16:48:26.785339266,135.150.137.77,248.92.95.162,29722,22,768,443,10,UDP,DELETE,0.66,Normal
2023-10-01 22:22:36.907845392,52.184.34.85,141.29.175.152,57144,25,64,499,3,SCTP,ACK,0.68,DDoS
2023-10-01 17:50:17.850892544,42.91.224.40,146.181.16.17,63341,443,1024,329,10,UDP,POST,0.23,DDoS
2023-10-02 06:47:38.902945147,195.55.48.9,223.65.76.83,49908,8081,2048,330,12,SCTP,PATCH,0.25,Normal
2023-10-02 11:10:53.612680634,177.12.192.4,124.46.71.206,40663,110,128,295,24,IGMP,PUT,0.17,Normal
2023-10-02 00:08:01.704085204,37.48.169.70,241.200.138.179,19700,445,128,409,28,ICMP,PATCH,0.46,Normal
2023-10-02 08:27:35.362768138,119.217.191.77,252.66.207.80,56147,995,256,243,6,IGMP,SYN,0.22,Normal
2023-10-02 11:28:10.464523226,33.45.81.243,28.187.160.186,17978,445,512,113,18,ICMP,POST,0.28,Normal
2023-10-01 23:42:36.667833391,207.234.105.181,191.32.5.95,24262,23,2048,241,15,SCTP,ACK,0.6,Normal
2023-10-02 06:20:38.821941097,39.23.253.25,39.44.133.104,27625,445,128,330,23,TCP,GET,0.31,Normal
2023-10-02 11:39:15.777788889,248.206.182.59,173.211.226.131,36491,143,512,281,12,UDP,ACK,0.75,DDoS
2023-10-01 15:49:06.927346367,254.189.17.144,250.171.183.95,25656,8080,1024,127,27,SCTP,PATCH,0.89,Normal
2023-10-02 05:13:32.380619030,215.60.89.137,117.206.74.193,55215,8080,512,379,26,UDP,SYN,0.2,Normal
2023-10-02 09:13:05.739286964,192.88.112.181,8.210.230.71,3334,80,1024,161,14,UDP,PUT,0.87,DDoS
2023-10-01 17:01:20.104005200,50.229.211.173,4.100.24.41,14490,25,512,259,5,UDP,SYN,0.12,Normal
2023-10-01 15:40:37.141857092,18.104.16.195,194.25.204.5,10235,254,768,418,3,SCTP,DELETE,0.36,Normal
2023-10-01 20:50:31.351567578,105.243.127.137,125.144.79.230,62674,53,4096,167,23,IGMP,ACK,0.61,Normal
2023-10-01 16:38:13.314665733,15.168.208.106,173.2.168.33,34385,53,512,427,2,TCP,GET,0.11,Normal
2023-10-01 23:54:07.902395119,160.199.100.15,137.118.195.120,35976,25,4096,388,1,IGMP,SYN,0.34,Normal
2023-10-02 03:32:31.117555877,220.55.71.226,19.63.123.90,58026,139,2048,237,20,ICMP,DELETE,0.95,DDoS
2023-10-01 21:30:54.992749637,150.125.249.191,219.132.233.59,60519,8081,64,145,6,TCP,SYN,0.45,Normal
2023-10-02 03:05:13.755687784,187.59.166.52,14.15.199.89,65434,254,2048,363,5,ICMP,GET,0.55,Botnet
2023-10-01 14:23:04.269213460,182.185.242.125,204.138.158.54,62759,53,64,459,10,UDP,PUT,0.32,Normal
2023-10-01 15:43:42.911145557,30.108.223.253,134.39.224.110,61476,995,256,60,1,UDP,SYN,0.98,Normal
2023-10-02 06:16:58.490924546,232.111.119.75,112.90.233.100,13262,8080,64,230,7,IGMP,SYN,0.86,DDoS
2023-10-01 20:34:40.904045202,114.11.142.222,237.204.52.81,49793,995,256,205,5,IGMP,PATCH,0.17,Normal
2023-10-01 16:40:05.640282014,225.67.139.138,15.171.15.183,41101,23,64,129,18,IGMP,POST,0.33,Botnet
2023-10-02 10:25:23.236161808,148.7.44.59,145.13.76.199,44416,3389,1024,265,22,UDP,POST,0.17,Botnet
2023-10-01 18:09:22.708135406,97.8.103.117,163.89.180.183,31948,445,512,330,11,TCP,DELETE,0.94,Normal
2023-10-02 09:44:42.314115705,241.98.43.41,210.80.159.62,59858,110,256,320,28,TCP,GET,0.35,Normal
2023-10-01 14:36:45.110255512,245.81.95.227,16.76.205.39,6353,22,1024,107,10,UDP,ACK,0.86,Botnet
2023-10-02 03:55:59.507975398,219.92.240.163,240.215.93.105,51513,22,4096,241,19,SCTP,ACK,0.01,Normal
2023-10-02 04:16:30.769538476,58.4.26.101,196.161.189.162,63559,443,1024,301,11,IGMP,SYN,0.83,Normal
2023-10-02 04:19:19.257962898,239.17.217.90,148.17.163.36,9505,22,64,352,10,ICMP,ACK,0.65,Normal
2023-10-01 23:02:34.627731386,174.165.69.93,185.12.181.31,9790,3389,1024,203,21,UDP,ACK,0.14,Normal
2023-10-02 02:08:29.425471273,104.172.81.130,85.55.226.113,9893,21,512,324,8,TCP,ACK,0.22,Normal
2023-10-02 08:56:14.808740437,181.87.57.138,1.62.199.88,1556,21,64,413,9,ICMP,PATCH,0.48,Normal
2023-10-01 13:51:32.014600730,155.108.37.96,23.178.67.253,5907,254,256,384,5,IGMP,POST,0.98,DDoS
2023-10-02 08:30:19.530976548,10.76.4.72,93.239.136.228,25679,23,128,95,2,IGMP,SYN,0.94,Normal
2023-10-01 21:44:05.592279613,13.165.21.43,19.47.12.74,13283,110,4096,232,16,IGMP,PATCH,0.25,Normal
2023-10-01 17:20:20.641032051,210.24.112.30,49.216.116.152,22573,22,256,432,1,UDP,SYN,0.59,Normal
2023-10-01 22:47:18.741937096,149.125.142.7,92.48.82.164,59066,445,4096,202,21,ICMP,ACK,0.89,Botnet
2023-10-02 09:14:58.064903245,152.154.185.169,90.116.145.151,18363,21,768,283,24,UDP,ACK,0.17,Normal
2023-10-02 00:29:42.089104455,133.145.181.252,226.226.139.177,16286,139,1024,270,7,TCP,SYN,0.63,DDoS
2023-10-02 09:19:34.558727936,164.23.13.95,79.37.253.44,1510,995,512,90,6,ICMP,PUT,0.28,Normal
2023-10-02 09:47:35.122756137,198.251.246.81,63.32.182.154,51125,3306,64,146,8,ICMP,POST,0.81,Normal
2023-10-02 11:26:13.818690934,54.231.102.202,211.74.180.12,44417,21,256,273,28,UDP,GET,0.06,Normal
2023-10-02 09:01:30.184509225,19.92.240.250,203.26.2.124,45525,8080,768,271,27,ICMP,PATCH,0.14,Normal
2023-10-02 03:35:10.965548277,248.113.218.26,162.2.5.254,2234,254,128,103,8,IGMP,DELETE,0.86,Botnet
2023-10-02 05:30:53.552677633,108.118.72.141,35.39.44.134,14870,254,256,412,15,TCP,PUT,0.72,Normal
2023-10-02 00:24:26.713335666,138.246.8.165,253.0.100.206,62106,3306,768,494,14,SCTP,POST,0.65,Normal
2023-10-02 07:39:38.098904945,170.100.195.26,69.202.75.76,5230,3389,128,444,10,ICMP,SYN,0.47,Normal
2023-10-02 05:32:15.636781839,84.211.195.188,13.187.61.146,64049,22,256,295,1,SCTP,PATCH,0.79,DDoS
2023-10-02 07:41:30.424521226,178.26.51.67,114.21.76.85,39575,3389,4096,194,28,ICMP,POST,0.2,Normal
2023-10-01 15:14:59.144957247,224.251.66.31,19.56.209.252,39151,995,4096,220,4,SCTP,POST,0.44,Normal
2023-10-01 19:49:36.448822441,28.155.194.242,25.176.148.103,46147,25,512,237,10,UDP,POST,0.55,DDoS
2023-10-01 20:46:38.059902995,201.90.149.75,12.49.198.204,7594,3306,512,321,25,UDP,DELETE,0.65,Normal
2023-10-02 05:48:23.365168258,199.107.100.107,132.137.230.218,13221,995,1024,358,29,UDP,ACK,0.44,Normal
2023-10-02 11:52:56.618830941,85.173.88.133,222.176.161.234,27080,80,64,181,15,ICMP,PATCH,0.85,Normal
2023-10-02 10:33:09.819490974,242.164.164.61,120.217.80.75,16907,53,64,130,8,TCP,ACK,0.39,DDoS
2023-10-01 23:06:14.958747937,216.224.179.34,241.99.61.207,65273,22,256,197,9,ICMP,SYN,0.31,Normal
2023-10-02 00:38:50.756537826,8.52.129.131,59.187.250.105,63477,254,128,54,12,IGMP,PUT,0.0,Normal
2023-10-01 15:10:22.651132556,39.56.152.115,189.38.29.230,36556,21,1024,338,6,TCP,PUT,0.54,Normal
2023-10-01 12:30:27.451372568,215.182.29.126,221.11.194.49,54956,21,768,432,7,ICMP,PUT,0.29,Normal
2023-10-02 00:23:52.151607580,102.228.29.141,15.234.121.195,48436,3389,128,296,4,SCTP,DELETE,0.52,Botnet
2023-10-01 14:24:47.954397719,118.156.97.59,56.246.42.177,63096,443,2048,242,20,ICMP,ACK,0.67,Normal
2023-10-02 11:51:25.894294714,154.83.158.43,193.245.111.172,24712,443,256,189,16,SCTP,POST,0.59,DDoS
2023-10-01 13:33:40.601030051,74.144.142.148,86.254.165.171,23208,21,2048,197,23,SCTP,ACK,0.77,Normal
2023-10-01 12:53:21.280064003,207.229.147.179,86.194.126.105,13192,25,64,156,11,UDP,POST,0.5,Botnet
2023-10-01 18:51:25.714285714,62.56.243.39,184.78.94.29,31787,8081,4096,108,11,TCP,SYN,0.4,Normal
2023-10-02 08:44:04.692234611,204.61.125.7,126.190.33.214,23971,21,256,293,28,TCP,POST,0.52,Normal
2023-10-01 19:24:24.373218660,41.122.239.181,69.28.56.72,47589,443,512,474,8,UDP,ACK,0.62,DDoS
2023-10-01 14:50:04.350217510,73.68.48.234,37.150.123.171,24749,8080,128,367,26,TCP,GET,0.27,Normal
2023-10-01 13:16:06.468323416,135.191.214.244,179.107.53.12,11573,21,64,366,7,UDP,DELETE,0.28,Normal
2023-10-02 00:13:25.720286014,165.131.157.137,121.145.132.140,10434,25,4096,77,3,IGMP,ACK,0.92,Botnet
2023-10-02 09:11:00.453022651,148.179.96.240,124.89.63.226,22461,25,4096,365,5,IGMP,DELETE,0.66,DDoS
2023-10-01 23:02:51.908595429,254.53.13.235,200.112.125.34,28130,25,64,99,20,UDP,DELETE,0.4,Normal
2023-10-01 20:28:42.326116305,48.78.131.105,17.229.209.153,19439,139,2048,280,11,TCP,GET,0.56,DDoS
2023-10-02 03:15:18.585929296,123.121.89.184,249.82.219.80,33100,443,1024,428,9,TCP,POST,0.98,DDoS
2023-10-01 20:42:44.768238411,225.245.167.183,201.206.120.239,15636,21,1024,479,24,ICMP,DELETE,0.39,Normal
2023-10-01 18:43:21.850092504,76.36.63.114,236.223.226.60,63067,25,4096,360,12,TCP,ACK,0.8,Botnet
2023-10-01 17:22:34.567728386,229.125.72.202,120.117.65.74,63011,21,768,336,2,SCTP,SYN,0.55,Normal
2023-10-01 19:58:45.116255812,210.37.72.241,81.131.79.202,45615,8080,4096,300,6,UDP,SYN,0.25,Normal
2023-10-01 21:00:49.142457122,36.28.231.204,254.152.139.82,22770,5432,2048,145,19,TCP,ACK,0.98,Botnet
2023-10-02 02:37:56.393819690,156.149.120.166,40.230.221.3,57097,445,512,488,26,TCP,ACK,0.23,Normal
2023-10-02 07:14:51.944597229,111.60.42.53,249.20.189.171,14758,53,64,171,12,UDP,PATCH,0.1,Normal
2023-10-02 08:43:34.450722536,65.79.212.38,131.200.55.29,15241,5432,2048,227,11,UDP,GET,0.9,Botnet
2023-10-02 10:58:52.136606830,167.225.94.121,36.242.75.18,31287,8081,256,490,14,UDP,GET,0.57,Normal
2023-10-01 22:56:14.448722436,101.105.23.33,96.76.249.16,15689,139,64,460,22,ICMP,SYN,0.06,Normal
2023-10-02 01:21:06.723336166,134.113.28.75,138.144.46.131,24946,443,1024,65,1,SCTP,GET,0.76,Normal
